# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 766700    9.54e-02  5.42e-02    3.57e-02  1.28e-02    3.24e-02  3.74e-02    2.0e-06
 766800    9.52e-02  2.43e-02    3.56e-02  1.27e-03    3.24e-02  2.04e-02    2.0e-06
 766900    9.63e-02  4.00e-02    3.61e-02  1.48e-02    3.24e-02  1.45e-02    2.0e-06
 767000    9.81e-02  9.58e-02    3.69e-02  3.78e-02    3.24e-02  2.11e-02    2.0e-06
 767100    9.65e-02  9.64e-02    3.62e-02  3.75e-02    3.25e-02  2.51e-02    2.0e-06
 767200    9.63e-02  5.62e-02    3.61e-02  1.92e-02    3.25e-02  2.61e-02    2.0e-06
 767300    9.64e-02  6.31e-02    3.61e-02  2.05e-02    3.25e-02  3.23e-02    2.0e-06
 767400    9.79e-02  1.14e-01    3.68e-02  4.12e-02    3.25e-02  4.44e-02    2.0e-06
 767500    9.62e-02  6.63e-02    3.60e-02  2.62e-02    3.25e-02  1.43e-02    2.0e-06
 767600    9.49e-02  1.26e-01    3.55e-02  4.67e-02    3.24e-02  4.43e-02    2.0e-06
 767700    9.47e-02  1.14e-01    3.54e-02  4.57e-02    3.24e-02  1.75e-02    2.0e-06
 767800    9.58e-02  1.22e-01    3.59e-02  4.84e-02    3.25e-02  2.60e-02    2.0e-06
 767900    9.56e-02  1.36e-01    3.58e-02  5.50e-02    3.25e-02  1.49e-02    2.0e-06
 768000    9.55e-02  2.57e-02    3.57e-02  3.39e-03    3.25e-02  2.06e-02    2.0e-06
 768100    9.57e-02  2.75e-02    3.58e-02  3.08e-03    3.25e-02  2.24e-02    2.0e-06
 768200    9.60e-02  6.13e-02    3.60e-02  2.27e-02    3.25e-02  2.20e-02    2.0e-06
 768300    9.76e-02  4.69e-02    3.66e-02  1.69e-02    3.26e-02  1.85e-02    2.0e-06
 768400    9.83e-02  5.39e-02    3.69e-02  1.73e-02    3.26e-02  2.82e-02    2.0e-06
 768500    9.83e-02  1.27e-01    3.69e-02  5.10e-02    3.26e-02  2.07e-02    2.0e-06
 768600    9.63e-02  5.01e-02    3.61e-02  7.32e-03    3.25e-02  3.96e-02    2.0e-06
 768700    9.54e-02  2.03e-02    3.57e-02  2.21e-03    3.24e-02  1.66e-02    2.0e-06
 768800    9.64e-02  6.09e-02    3.61e-02  2.39e-02    3.25e-02  1.42e-02    2.0e-06
 768900    9.72e-02  4.05e-02    3.65e-02  3.35e-03    3.25e-02  3.36e-02    2.0e-06
 769000    9.89e-02  2.94e-01    3.72e-02  1.19e-01    3.26e-02  2.95e-02    2.0e-06
 769100    9.91e-02  5.39e-02    3.73e-02  2.01e-02    3.26e-02  1.85e-02    2.0e-06
 769200    9.86e-02  2.92e-02    3.71e-02  3.99e-03    3.26e-02  2.33e-02    2.0e-06
 769300    9.83e-02  3.01e-02    3.70e-02  8.40e-04    3.26e-02  2.55e-02    2.0e-06
 769400    9.95e-02  4.99e-02    3.74e-02  1.28e-02    3.26e-02  3.29e-02    2.0e-06
 769500    9.90e-02  3.89e-02    3.72e-02  1.26e-02    3.26e-02  2.02e-02    2.0e-06
 769600    9.97e-02  2.86e-01    3.76e-02  1.13e-01    3.26e-02  5.96e-02    2.0e-06
 769700    9.88e-02  1.49e-01    3.72e-02  6.00e-02    3.26e-02  2.12e-02    2.0e-06
 769800    9.71e-02  5.95e-02    3.64e-02  2.28e-02    3.25e-02  1.75e-02    2.0e-06
 769900    9.78e-02  4.68e-02    3.67e-02  1.20e-02    3.25e-02  3.09e-02    2.0e-06
 770000    9.79e-02  8.43e-02    3.68e-02  3.38e-02    3.25e-02  1.40e-02    1.9e-06
 770100    9.88e-02  1.41e-02    3.72e-02  1.44e-03    3.26e-02  1.16e-02    1.9e-06
 770200    9.71e-02  3.72e-02    3.65e-02  1.33e-02    3.26e-02  1.53e-02    1.9e-06
 770300    9.53e-02  7.98e-02    3.57e-02  3.14e-02    3.25e-02  1.80e-02    1.9e-06
 770400    9.61e-02  8.91e-02    3.60e-02  3.09e-02    3.25e-02  4.02e-02    1.9e-06
 770500    9.71e-02  1.63e-01    3.65e-02  5.71e-02    3.26e-02  7.10e-02    1.9e-06
 770600    9.53e-02  7.68e-02    3.57e-02  2.60e-02    3.25e-02  3.65e-02    1.9e-06
 770700    9.55e-02  1.03e-01    3.58e-02  4.04e-02    3.25e-02  2.47e-02    1.9e-06
 770800    9.55e-02  4.63e-02    3.58e-02  1.46e-02    3.25e-02  2.52e-02    1.9e-06
 770900    9.57e-02  3.81e-02    3.58e-02  2.19e-03    3.25e-02  3.22e-02    1.9e-06
 771000    9.52e-02  9.48e-02    3.56e-02  3.79e-02    3.25e-02  1.70e-02    1.9e-06
 771100    9.56e-02  1.51e-01    3.58e-02  6.03e-02    3.25e-02  2.53e-02    1.9e-06
 771200    9.65e-02  1.52e-02    3.62e-02  6.03e-04    3.26e-02  1.30e-02    1.9e-06
 771300    9.69e-02  1.31e-01    3.64e-02  5.26e-02    3.26e-02  2.10e-02    1.9e-06
 771400    9.61e-02  2.11e-01    3.60e-02  8.57e-02    3.26e-02  1.51e-02    1.9e-06
 771500    9.93e-02  7.86e-02    3.74e-02  3.09e-02    3.27e-02  1.81e-02    1.9e-06
 771600    1.00e-01  1.20e-01    3.77e-02  4.53e-02    3.27e-02  3.87e-02    1.9e-06
 771700    9.88e-02  9.18e-02    3.72e-02  3.61e-02    3.27e-02  2.08e-02    1.9e-06
 771800    9.96e-02  4.33e-02    3.75e-02  9.32e-03    3.27e-02  3.14e-02    1.9e-06
 771900    9.90e-02  5.11e-02    3.73e-02  1.42e-02    3.27e-02  3.20e-02    1.9e-06
 772000    9.79e-02  1.76e-01    3.68e-02  7.10e-02    3.27e-02  2.35e-02    1.9e-06
 772100    9.65e-02  5.12e-02    3.62e-02  1.92e-02    3.26e-02  1.73e-02    1.9e-06
 772200    9.58e-02  7.50e-02    3.59e-02  2.97e-02    3.26e-02  1.55e-02    1.9e-06
 772300    9.64e-02  5.85e-02    3.61e-02  2.29e-02    3.27e-02  1.45e-02    1.9e-06
 772400    9.58e-02  6.40e-02    3.59e-02  1.88e-02    3.27e-02  3.79e-02    1.9e-06
 772500    9.56e-02  9.96e-02    3.58e-02  3.98e-02    3.27e-02  1.74e-02    1.9e-06
 772600    9.62e-02  5.66e-02    3.60e-02  1.42e-02    3.27e-02  3.81e-02    1.9e-06
 772700    9.47e-02  1.41e-01    3.54e-02  5.42e-02    3.27e-02  4.09e-02    1.9e-06
 772800    9.50e-02  6.06e-02    3.55e-02  2.36e-02    3.27e-02  1.58e-02    1.9e-06
 772900    9.68e-02  9.97e-02    3.63e-02  3.92e-02    3.27e-02  2.28e-02    1.9e-06
 773000    9.57e-02  3.26e-02    3.58e-02  1.03e-02    3.26e-02  1.76e-02    1.9e-06
 773100    9.57e-02  6.02e-02    3.58e-02  2.30e-02    3.27e-02  1.84e-02    1.9e-06
 773200    9.60e-02  7.15e-02    3.59e-02  2.72e-02    3.27e-02  2.24e-02    1.9e-06
 773300    9.61e-02  2.68e-02    3.60e-02  9.43e-03    3.27e-02  1.16e-02    1.9e-06
 773400    9.68e-02  2.74e-02    3.63e-02  1.13e-04    3.27e-02  2.34e-02    1.9e-06
 773500    9.79e-02  1.24e-01    3.68e-02  4.55e-02    3.28e-02  4.71e-02    1.9e-06
 773600    9.94e-02  6.45e-02    3.74e-02  2.49e-02    3.28e-02  1.77e-02    1.9e-06
 773700    9.98e-02  6.50e-02    3.76e-02  2.12e-02    3.28e-02  3.34e-02    1.9e-06
 773800    1.01e-01  1.27e-01    3.82e-02  5.12e-02    3.29e-02  1.93e-02    1.9e-06
 773900    9.86e-02  1.44e-01    3.71e-02  5.67e-02    3.28e-02  3.21e-02    1.9e-06
 774000    9.93e-02  5.71e-02    3.74e-02  2.08e-02    3.28e-02  2.20e-02    1.9e-06
 774100    9.98e-02  2.26e-02    3.76e-02  3.66e-03    3.29e-02  1.77e-02    1.9e-06
 774200    9.78e-02  2.10e-02    3.67e-02  7.69e-04    3.28e-02  1.79e-02    1.9e-06
 774300    9.72e-02  5.82e-02    3.65e-02  2.28e-02    3.28e-02  1.41e-02    1.9e-06
 774400    9.79e-02  1.38e-01    3.68e-02  5.50e-02    3.28e-02  2.39e-02    1.9e-06
 774500    9.94e-02  7.89e-02    3.74e-02  3.02e-02    3.29e-02  2.31e-02    1.9e-06
 774600    9.86e-02  3.75e-02    3.71e-02  9.61e-03    3.29e-02  2.49e-02    1.9e-06
 774700    9.83e-02  1.30e-01    3.69e-02  5.20e-02    3.29e-02  2.26e-02    1.9e-06
 774800    9.88e-02  3.43e-02    3.71e-02  1.25e-02    3.29e-02  1.32e-02    1.9e-06
 774900    1.00e-01  1.21e-01    3.77e-02  4.87e-02    3.29e-02  1.72e-02    1.9e-06
 775000    9.96e-02  1.39e-01    3.75e-02  5.49e-02    3.29e-02  3.04e-02    1.8e-06
 775100    9.88e-02  1.16e-01    3.72e-02  4.58e-02    3.29e-02  2.53e-02    1.8e-06
 775200    9.69e-02  5.04e-02    3.64e-02  1.44e-02    3.28e-02  3.09e-02    1.8e-06
 775300    9.85e-02  3.12e-01    3.71e-02  1.22e-01    3.29e-02  7.62e-02    1.8e-06
 775400    9.90e-02  8.07e-02    3.73e-02  3.14e-02    3.29e-02  2.11e-02    1.8e-06
 775500    9.66e-02  5.06e-02    3.62e-02  1.13e-02    3.28e-02  3.63e-02    1.8e-06
 775600    9.81e-02  1.61e-01    3.69e-02  6.51e-02    3.28e-02  2.16e-02    1.8e-06
 775700    9.65e-02  1.40e-01    3.62e-02  5.39e-02    3.28e-02  4.03e-02    1.8e-06
 775800    9.68e-02  2.06e-01    3.63e-02  8.35e-02    3.28e-02  2.38e-02    1.8e-06
 775900    9.90e-02  1.71e-02    3.73e-02  3.12e-03    3.30e-02  1.31e-02    1.8e-06
 776000    1.00e-01  1.05e-01    3.78e-02  4.18e-02    3.30e-02  2.01e-02    1.8e-06
 776100    9.94e-02  5.21e-02    3.74e-02  1.76e-02    3.30e-02  2.53e-02    1.8e-06
 776200    9.90e-02  3.53e-02    3.73e-02  9.91e-03    3.29e-02  2.21e-02    1.8e-06
 776300    9.89e-02  2.05e-01    3.72e-02  8.28e-02    3.29e-02  2.79e-02    1.8e-06
 776400    9.79e-02  6.55e-02    3.68e-02  2.60e-02    3.29e-02  1.31e-02    1.8e-06
 776500    9.79e-02  1.50e-01    3.68e-02  6.08e-02    3.29e-02  1.87e-02    1.8e-06
 776600    1.00e-01  1.24e-01    3.79e-02  4.82e-02    3.30e-02  3.26e-02    1.8e-06
 776700    9.93e-02  5.41e-02    3.74e-02  2.08e-02    3.30e-02  1.55e-02    1.8e-06
 776800    9.81e-02  5.23e-02    3.68e-02  1.99e-02    3.30e-02  1.66e-02    1.8e-06
 776900    9.62e-02  4.51e-02    3.60e-02  1.60e-02    3.30e-02  1.90e-02    1.8e-06
 777000    9.65e-02  5.08e-02    3.62e-02  1.70e-02    3.30e-02  2.51e-02    1.8e-06
 777100    9.87e-02  3.42e-02    3.71e-02  7.59e-03    3.31e-02  2.47e-02    1.8e-06
 777200    9.78e-02  4.95e-02    3.67e-02  1.46e-02    3.30e-02  2.94e-02    1.8e-06
 777300    9.69e-02  2.47e-01    3.63e-02  9.91e-02    3.30e-02  3.89e-02    1.8e-06
 777400    9.62e-02  4.37e-02    3.60e-02  1.04e-02    3.30e-02  3.05e-02    1.8e-06
 777500    9.68e-02  9.69e-02    3.63e-02  1.95e-02    3.30e-02  7.25e-02    1.8e-06
 777600    9.77e-02  3.70e-02    3.67e-02  6.23e-03    3.30e-02  2.89e-02    1.8e-06
 777700    9.84e-02  4.87e-01    3.70e-02  1.95e-01    3.30e-02  8.04e-02    1.8e-06
 777800    9.86e-02  7.34e-02    3.71e-02  2.80e-02    3.30e-02  2.25e-02    1.8e-06
 777900    9.77e-02  4.89e-02    3.67e-02  1.50e-02    3.30e-02  2.77e-02    1.8e-06
 778000    9.74e-02  9.20e-02    3.65e-02  3.44e-02    3.30e-02  3.16e-02    1.8e-06
 778100    9.65e-02  1.51e-01    3.62e-02  6.08e-02    3.30e-02  2.23e-02    1.8e-06
 778200    9.62e-02  1.15e-01    3.60e-02  4.60e-02    3.30e-02  2.13e-02    1.8e-06
 778300    9.63e-02  1.08e-01    3.60e-02  4.23e-02    3.30e-02  2.58e-02    1.8e-06
 778400    9.51e-02  9.93e-02    3.55e-02  3.86e-02    3.30e-02  2.60e-02    1.8e-06
 778500    9.70e-02  4.17e-01    3.63e-02  1.67e-01    3.30e-02  7.33e-02    1.8e-06
 778600    9.74e-02  7.03e-02    3.65e-02  2.66e-02    3.31e-02  2.26e-02    1.8e-06
 778700    9.82e-02  9.99e-02    3.69e-02  3.59e-02    3.31e-02  4.08e-02    1.8e-06
 778800    9.99e-02  1.61e-01    3.76e-02  6.52e-02    3.31e-02  2.01e-02    1.8e-06
 778900    1.02e-01  2.38e-01    3.83e-02  9.49e-02    3.32e-02  4.55e-02    1.8e-06
 779000    1.01e-01  5.09e-02    3.81e-02  9.15e-03    3.32e-02  3.93e-02    1.8e-06
 779100    1.02e-01  1.50e-01    3.83e-02  6.01e-02    3.32e-02  2.28e-02    1.8e-06
 779200    1.04e-01  1.04e-01    3.92e-02  4.04e-02    3.33e-02  2.86e-02    1.8e-06
 779300    1.02e-01  7.60e-02    3.85e-02  3.07e-02    3.32e-02  9.88e-03    1.8e-06
 779400    1.02e-01  5.74e-02    3.84e-02  2.01e-02    3.32e-02  2.52e-02    1.8e-06
 779500    9.97e-02  7.03e-02    3.75e-02  2.54e-02    3.31e-02  2.83e-02    1.8e-06
 779600    9.85e-02  2.28e-01    3.70e-02  9.03e-02    3.31e-02  4.66e-02    1.8e-06
 779700    9.88e-02  5.27e-02    3.71e-02  2.06e-02    3.31e-02  1.28e-02    1.8e-06
 779800    9.90e-02  5.42e-02    3.72e-02  4.06e-03    3.31e-02  4.58e-02    1.8e-06
 779900    1.00e-01  5.33e-02    3.77e-02  2.06e-02    3.32e-02  1.50e-02    1.8e-06
 780000    9.93e-02  1.53e-01    3.74e-02  6.13e-02    3.32e-02  2.39e-02    1.7e-06
 780100    1.02e-01  5.80e-02    3.86e-02  1.65e-02    3.32e-02  3.61e-02    1.7e-06
 780200    9.93e-02  9.26e-02    3.74e-02  3.75e-02    3.31e-02  1.04e-02    1.7e-06
 780300    1.01e-01  6.43e-02    3.80e-02  2.55e-02    3.32e-02  1.32e-02    1.7e-06
 780400    1.02e-01  9.37e-02    3.86e-02  3.79e-02    3.32e-02  1.08e-02    1.7e-06
 780500    1.01e-01  2.67e-02    3.80e-02  2.75e-03    3.32e-02  2.23e-02    1.7e-06
 780600    1.00e-01  5.12e-02    3.77e-02  1.97e-03    3.31e-02  4.41e-02    1.7e-06
 780700    9.88e-02  1.43e-01    3.72e-02  5.68e-02    3.31e-02  2.79e-02    1.7e-06
 780800    9.89e-02  2.21e-02    3.73e-02  2.20e-03    3.31e-02  1.86e-02    1.7e-06
 780900    9.81e-02  1.54e-01    3.69e-02  6.22e-02    3.31e-02  1.99e-02    1.7e-06
 781000    9.82e-02  6.08e-02    3.69e-02  2.27e-02    3.31e-02  2.13e-02    1.7e-06
 781100    9.73e-02  5.68e-02    3.65e-02  1.83e-02    3.31e-02  3.01e-02    1.7e-06
 781200    9.74e-02  1.20e-01    3.66e-02  4.75e-02    3.31e-02  2.58e-02    1.7e-06
 781300    9.80e-02  7.54e-02    3.69e-02  2.95e-02    3.31e-02  1.84e-02    1.7e-06
 781400    9.79e-02  4.61e-02    3.68e-02  1.15e-02    3.31e-02  3.16e-02    1.7e-06
 781500    9.88e-02  5.27e-02    3.72e-02  7.17e-03    3.31e-02  4.30e-02    1.7e-06
 781600    9.99e-02  9.75e-02    3.77e-02  3.91e-02    3.32e-02  1.62e-02    1.7e-06
 781700    9.74e-02  2.42e-02    3.66e-02  3.95e-03    3.31e-02  1.92e-02    1.7e-06
 781800    9.59e-02  5.76e-02    3.59e-02  1.20e-02    3.30e-02  4.29e-02    1.7e-06
 781900    9.85e-02  9.02e-02    3.71e-02  3.61e-02    3.31e-02  1.62e-02    1.7e-06
 782000    9.78e-02  5.80e-02    3.67e-02  5.68e-03    3.31e-02  4.87e-02    1.7e-06
 782100    1.00e-01  3.76e-02    3.78e-02  1.41e-02    3.31e-02  1.30e-02    1.7e-06
 782200    9.92e-02  7.56e-02    3.74e-02  2.81e-02    3.31e-02  2.72e-02    1.7e-06
 782300    9.87e-02  3.17e-02    3.72e-02  8.55e-03    3.31e-02  2.06e-02    1.7e-06
 782400    9.94e-02  1.36e-01    3.74e-02  5.44e-02    3.31e-02  2.32e-02    1.7e-06
 782500    9.87e-02  1.06e-01    3.72e-02  4.14e-02    3.31e-02  2.74e-02    1.7e-06
 782600    9.85e-02  6.73e-02    3.71e-02  2.03e-02    3.31e-02  3.92e-02    1.7e-06
 782700    9.71e-02  3.59e-02    3.64e-02  7.07e-03    3.30e-02  2.73e-02    1.7e-06
 782800    9.64e-02  8.11e-02    3.61e-02  2.87e-02    3.30e-02  3.50e-02    1.7e-06
 782900    9.67e-02  9.93e-02    3.63e-02  3.90e-02    3.30e-02  2.37e-02    1.7e-06
 783000    9.78e-02  5.09e-02    3.68e-02  1.19e-02    3.30e-02  3.61e-02    1.7e-06
 783100    9.87e-02  2.47e-01    3.72e-02  9.96e-02    3.30e-02  3.21e-02    1.7e-06
 783200    9.90e-02  9.14e-02    3.73e-02  3.31e-02    3.31e-02  3.67e-02    1.7e-06
 783300    9.60e-02  1.34e-01    3.60e-02  5.37e-02    3.30e-02  2.41e-02    1.7e-06
 783400    9.51e-02  9.78e-02    3.56e-02  3.85e-02    3.30e-02  2.20e-02    1.7e-06
 783500    9.43e-02  1.23e-01    3.52e-02  4.95e-02    3.30e-02  2.02e-02    1.7e-06
 783600    9.37e-02  1.81e-01    3.50e-02  7.35e-02    3.29e-02  1.77e-02    1.7e-06
 783700    9.49e-02  1.15e-01    3.55e-02  4.28e-02    3.30e-02  4.13e-02    1.7e-06
 783800    9.46e-02  1.04e-01    3.54e-02  4.16e-02    3.30e-02  1.68e-02    1.7e-06
 783900    9.54e-02  1.51e-01    3.57e-02  6.13e-02    3.30e-02  1.57e-02    1.7e-06
 784000    9.71e-02  1.39e-01    3.64e-02  5.43e-02    3.31e-02  3.48e-02    1.7e-06
 784100    9.65e-02  1.81e-02    3.62e-02  4.72e-04    3.31e-02  1.57e-02    1.7e-06
 784200    9.54e-02  1.43e-01    3.57e-02  5.60e-02    3.31e-02  3.56e-02    1.7e-06
 784300    9.43e-02  6.26e-02    3.52e-02  1.66e-02    3.30e-02  4.13e-02    1.7e-06
 784400    9.42e-02  6.00e-02    3.52e-02  2.22e-02    3.30e-02  2.17e-02    1.7e-06
 784500    9.43e-02  2.53e-02    3.52e-02  1.99e-03    3.31e-02  2.15e-02    1.7e-06
 784600    9.39e-02  1.60e-01    3.50e-02  6.38e-02    3.30e-02  2.98e-02    1.7e-06
 784700    9.38e-02  4.34e-02    3.50e-02  4.68e-03    3.30e-02  3.62e-02    1.7e-06
 784800    9.40e-02  7.42e-02    3.51e-02  2.76e-02    3.30e-02  2.66e-02    1.7e-06
 784900    9.57e-02  6.49e-02    3.58e-02  2.17e-02    3.30e-02  3.24e-02    1.7e-06
 785000    9.63e-02  1.04e-01    3.62e-02  3.92e-02    3.30e-02  3.53e-02    1.6e-06
 785100    9.70e-02  6.95e-02    3.64e-02  2.72e-02    3.31e-02  1.68e-02    1.6e-06
 785200    9.64e-02  7.77e-02    3.62e-02  2.93e-02    3.31e-02  2.61e-02    1.6e-06
 785300    9.62e-02  1.71e-01    3.61e-02  6.87e-02    3.31e-02  2.51e-02    1.6e-06
 785400    9.79e-02  4.28e-02    3.68e-02  2.33e-03    3.31e-02  3.69e-02    1.6e-06
 785500    9.79e-02  5.20e-02    3.68e-02  1.23e-02    3.31e-02  3.70e-02    1.6e-06
 785600    9.85e-02  5.17e-02    3.71e-02  9.73e-03    3.31e-02  3.99e-02    1.6e-06
 785700    9.99e-02  3.00e-01    3.77e-02  1.21e-01    3.32e-02  3.64e-02    1.6e-06
 785800    9.95e-02  1.56e-01    3.75e-02  6.23e-02    3.32e-02  3.00e-02    1.6e-06
 785900    9.86e-02  1.91e-01    3.72e-02  6.94e-02    3.31e-02  7.68e-02    1.6e-06
 786000    9.71e-02  5.93e-02    3.65e-02  2.02e-02    3.30e-02  2.84e-02    1.6e-06
 786100    9.53e-02  4.76e-02    3.57e-02  9.38e-03    3.30e-02  3.63e-02    1.6e-06
 786200    9.46e-02  9.32e-02    3.54e-02  3.78e-02    3.30e-02  9.32e-03    1.6e-06
 786300    9.57e-02  1.45e-01    3.59e-02  5.75e-02    3.30e-02  2.85e-02    1.6e-06
 786400    9.64e-02  1.38e-01    3.62e-02  5.62e-02    3.30e-02  1.33e-02    1.6e-06
 786500    9.74e-02  1.39e-01    3.66e-02  5.49e-02    3.31e-02  3.02e-02    1.6e-06
 786600    9.75e-02  3.91e-01    3.67e-02  1.56e-01    3.31e-02  7.05e-02    1.6e-06
 786700    1.01e-01  3.19e-02    3.81e-02  8.60e-03    3.32e-02  2.09e-02    1.6e-06
 786800    9.89e-02  3.40e-02    3.73e-02  8.16e-03    3.32e-02  2.40e-02    1.6e-06
 786900    9.74e-02  1.07e-01    3.66e-02  4.11e-02    3.32e-02  3.19e-02    1.6e-06
 787000    9.53e-02  5.35e-02    3.57e-02  2.03e-02    3.31e-02  1.74e-02    1.6e-06
 787100    9.79e-02  7.58e-02    3.68e-02  2.29e-02    3.32e-02  4.44e-02    1.6e-06
 787200    9.71e-02  4.42e-02    3.65e-02  1.69e-02    3.31e-02  1.36e-02    1.6e-06
 787300    9.70e-02  5.53e-02    3.64e-02  1.66e-02    3.31e-02  3.26e-02    1.6e-06
 787400    9.72e-02  1.18e-01    3.65e-02  4.61e-02    3.32e-02  3.06e-02    1.6e-06
 787500    9.83e-02  7.64e-02    3.70e-02  2.94e-02    3.32e-02  2.20e-02    1.6e-06
 787600    9.80e-02  2.44e-01    3.68e-02  9.78e-02    3.32e-02  3.77e-02    1.6e-06
 787700    9.58e-02  6.91e-02    3.59e-02  2.58e-02    3.31e-02  2.43e-02    1.6e-06
 787800    9.54e-02  3.46e-02    3.57e-02  4.77e-03    3.32e-02  2.84e-02    1.6e-06
 787900    9.66e-02  1.57e-01    3.62e-02  6.23e-02    3.32e-02  3.05e-02    1.6e-06
 788000    9.69e-02  1.22e-01    3.64e-02  4.80e-02    3.33e-02  2.89e-02    1.6e-06
 788100    9.86e-02  5.49e-02    3.71e-02  1.68e-02    3.33e-02  3.17e-02    1.6e-06
 788200    9.75e-02  4.67e-02    3.66e-02  1.67e-02    3.33e-02  1.97e-02    1.6e-06
 788300    9.70e-02  1.44e-01    3.64e-02  5.78e-02    3.33e-02  2.11e-02    1.6e-06
 788400    9.94e-02  1.98e-01    3.75e-02  7.96e-02    3.33e-02  2.81e-02    1.6e-06
 788500    9.80e-02  8.38e-02    3.68e-02  3.22e-02    3.33e-02  2.44e-02    1.6e-06
 788600    9.77e-02  8.23e-02    3.67e-02  2.69e-02    3.32e-02  4.28e-02    1.6e-06
 788700    9.58e-02  8.74e-02    3.59e-02  3.52e-02    3.32e-02  1.21e-02    1.6e-06
 788800    9.65e-02  2.14e-02    3.62e-02  2.62e-03    3.33e-02  1.78e-02    1.6e-06
 788900    9.61e-02  5.74e-02    3.60e-02  2.04e-02    3.32e-02  2.45e-02    1.6e-06
 789000    9.64e-02  8.89e-02    3.62e-02  3.45e-02    3.32e-02  2.39e-02    1.6e-06
 789100    9.52e-02  8.36e-02    3.56e-02  3.19e-02    3.32e-02  2.62e-02    1.6e-06
 789200    9.69e-02  4.10e-02    3.64e-02  1.33e-02    3.32e-02  2.17e-02    1.6e-06
 789300    9.55e-02  5.81e-02    3.58e-02  1.32e-02    3.32e-02  4.20e-02    1.6e-06
 789400    9.60e-02  4.21e-02    3.60e-02  9.63e-03    3.32e-02  3.04e-02    1.6e-06
 789500    9.65e-02  6.81e-02    3.62e-02  2.49e-02    3.32e-02  2.64e-02    1.6e-06
 789600    9.67e-02  1.41e-01    3.63e-02  5.68e-02    3.32e-02  2.11e-02    1.6e-06
 789700    9.65e-02  1.56e-01    3.62e-02  5.83e-02    3.32e-02  5.47e-02    1.6e-06
 789800    9.60e-02  5.83e-01    3.60e-02  2.22e-01    3.32e-02  1.83e-01    1.6e-06
 789900    9.66e-02  6.25e-02    3.62e-02  2.52e-02    3.32e-02  8.69e-03    1.6e-06
 790000    9.66e-02  1.64e-01    3.63e-02  6.58e-02    3.32e-02  2.69e-02    1.5e-06
 790100    9.55e-02  1.11e-01    3.58e-02  4.45e-02    3.32e-02  1.81e-02    1.5e-06
 790200    9.54e-02  1.95e-01    3.58e-02  7.72e-02    3.32e-02  4.15e-02    1.5e-06
 790300    9.52e-02  2.95e-02    3.57e-02  9.69e-04    3.32e-02  2.58e-02    1.5e-06
 790400    9.47e-02  7.25e-02    3.55e-02  2.83e-02    3.32e-02  1.87e-02    1.5e-06
 790500    9.53e-02  1.33e-01    3.57e-02  5.21e-02    3.32e-02  3.29e-02    1.5e-06
 790600    9.65e-02  1.34e-01    3.62e-02  5.44e-02    3.32e-02  1.43e-02    1.5e-06
 790700    9.75e-02  2.06e-01    3.67e-02  8.08e-02    3.33e-02  4.83e-02    1.5e-06
 790800    9.77e-02  4.99e-02    3.67e-02  1.94e-02    3.33e-02  1.31e-02    1.5e-06
 790900    9.74e-02  2.85e-02    3.66e-02  4.83e-03    3.33e-02  2.27e-02    1.5e-06
 791000    9.73e-02  5.12e-02    3.66e-02  1.24e-02    3.33e-02  3.62e-02    1.5e-06
 791100    9.71e-02  7.21e-02    3.65e-02  2.67e-02    3.33e-02  2.67e-02    1.5e-06
 791200    9.59e-02  1.80e-01    3.59e-02  7.29e-02    3.32e-02  1.98e-02    1.5e-06
 791300    9.54e-02  1.08e-01    3.57e-02  4.17e-02    3.32e-02  3.07e-02    1.5e-06
 791400    9.61e-02  5.53e-02    3.60e-02  1.94e-02    3.33e-02  2.47e-02    1.5e-06
 791500    9.71e-02  4.13e-02    3.65e-02  1.40e-02    3.33e-02  2.00e-02    1.5e-06
 791600    9.68e-02  1.16e-01    3.64e-02  4.67e-02    3.33e-02  1.82e-02    1.5e-06
 791700    9.62e-02  1.75e-02    3.61e-02  9.15e-04    3.33e-02  1.52e-02    1.5e-06
 791800    9.60e-02  8.71e-02    3.60e-02  3.51e-02    3.33e-02  1.24e-02    1.5e-06
 791900    9.68e-02  1.68e-01    3.63e-02  6.78e-02    3.33e-02  2.52e-02    1.5e-06
 792000    9.69e-02  7.13e-02    3.64e-02  2.88e-02    3.33e-02  9.88e-03    1.5e-06
 792100    9.90e-02  1.47e-01    3.73e-02  5.93e-02    3.34e-02  1.87e-02    1.5e-06
 792200    9.87e-02  1.34e-01    3.72e-02  5.33e-02    3.34e-02  2.50e-02    1.5e-06
 792300    9.99e-02  1.79e-01    3.77e-02  7.31e-02    3.34e-02  1.05e-02    1.5e-06
 792400    9.97e-02  4.48e-02    3.76e-02  1.36e-02    3.34e-02  2.64e-02    1.5e-06
 792500    1.00e-01  1.71e-01    3.78e-02  6.89e-02    3.34e-02  2.16e-02    1.5e-06
 792600    9.86e-02  4.92e-02    3.71e-02  1.61e-02    3.34e-02  2.59e-02    1.5e-06
 792700    9.78e-02  2.75e-02    3.68e-02  1.09e-02    3.34e-02  6.22e-03    1.5e-06
 792800    9.67e-02  1.07e-01    3.63e-02  4.17e-02    3.34e-02  2.84e-02    1.5e-06
 792900    9.88e-02  1.67e-01    3.72e-02  6.75e-02    3.34e-02  2.36e-02    1.5e-06
